CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15602449,372,France,Female,65,2,0.0,2,1,0,92676.2,0
15602450,770,France,Male,18,6,80441.44,1,1,1,68935.65,0
15602451,795,Germany,Female,70,10,187110.15,1,1,1,48648.19,0
15602452,716,Spain,Female,66,10,107443.53,3,1,0,18008.98,1
15602453,485,France,Male,43,3,118457.0,1,1,0,31352.97,0
15602454,770,Spain,Male,25,3,94815.97,1,1,0,29219.81,1
15602455,597,France,Male,67,4,87811.2,2,1,0,144146.3,0
15602456,650,France,Male,33,7,100823.24,1,1,1,120141.37,0
15602457,446,Spain,Female,55,6,0.0,2,1,0,31571.5,0
15602458,382,France,Female,27,8,111669.26,1,0,0,78073.44,0
15602459,484,France,Female,59,4,0.0,4,0,0,103355.62,1
15602460,604,Germany,Male,54,0,126078.78,3,1,1,144739.52,1
15602461,627,Germany,Female,43,3,84900.38,2,1,1,51310.13,0
15602462,482,Spain,Male,45,5,116358.84,2,0,1,50646.31,0
15602463,587,Spain,Female,29,5,116965.44,2,1,1,91714.78,0
15602464,364,Spain,Female,37,8,0.0,1,1,1,130746.01,0
15602465,626,France,Female,66,9,109683.3,1,1,1,52748.86,0
15602466,475,France,Male,31,4,0.0,2,1,0,31986.41,1
15602467,694,France,Male,63,4,0.0,2,1,1,50927.57,1
15602468,366,France,Male,52,5,94060.21,2,0,0,75624.08,1
15602469,661,Spain,Female,46,10,0.0,2,1,0,63593.7,1
15602470,399,France,Male,29,5,96519.17,1,1,1,131263.75,0
15602471,484,Germany,Female,69,2,60237.4,1,1,1,142297.64,1
15602472,467,Germany,Male,35,5,188510.99,1,1,0,66090.73,1
15602473,727,Spain,Male,61,7,0.0,2,0,0,126161.88,0
15602474,655,Spain,Female,19,5,100376.38,2,1,0,24262.53,0
15602475,409,Germany,Male,19,10,124643.01,2,0,1,89749.95,0
15602476,474,France,Male,34,4,88116.49,2,1,0,127280.0,0
15602477,816,Germany,Female,27,2,87059.67,1,0,1,71514.14,0
15602478,465,France,Male,35,0,0.0,1,0,1,34363.57,0
15602479,740,Germany,Female,39,4,177411.77,1,1,1,53352.16,0
15602480,773,France,Female,36,5,0.0,1,1,1,81407.53,0
15602481,522,Germany,Female,70,5,161929.3,1,1,1,128872.14,0
15602482,536,Germany,Female,18,5,101687.57,1,1,0,116060.63,0
15602483,847,France,Male,41,2,0.0,2,1,0,26282.7,0
15602484,437,France,Female,53,3,0.0,2,1,1,88731.24,0
15602485,552,Germany,Male,42,2,197245.76,1,1,0,132767.36,0
15602486,710,France,Female,53,1,108316.21,2,1,0,92909.88,0
15602487,660,Germany,Male,48,7,105128.88,1,1,0,23766.57,1
15602488,669,Spain,Male,48,6,0.0,2,0,0,126121.24,0
15602489,798,France,Male,19,10,0.0,1,1,1,137413.91,0
15602490,531,France,Female,36,7,117863.03,3,1,0,67540.51,1
15602491,701,France,Female,70,5,0.0,1,0,0,56868.48,0
15602492,517,Germany,Female,29,10,77186.72,2,1,1,88352.34,0
15602493,530,France,Male,27,6,0.0,2,1,1,147851.89,0
15602494,649,Spain,Male,48,0,0.0,2,1,0,128057.67,1
15602495,796,France,Female,62,9,0.0,3,0,0,124492.53,1
15602496,479,Spain,Female,39,4,0.0,1,1,0,41074.37,0
15602497,812,Germany,Male,40,3,190559.7,1,1,1,135847.33,0
15602498,498,Germany,Female,69,9,177088.75,1,0,0,90052.67,0
15602499,821,France,Male,40,2,0.0,2,1,0,138778.62,0
15602500,655,Germany,Male,32,1,135893.59,1,0,0,102980.94,0
15602501,558,Germany,Male,43,8,193036.09,1,1,1,127612.56,1
15602502,460,Spain,Female,20,7,82514.32,1,1,0,37345.97,1
15602503,785,Germany,Female,40,9,153250.45,2,1,1,110380.4,0
15602504,849,France,Male,37,1,104728.83,1,0,1,49729.04,0
15602505,486,France,Male,62,5,113385.4,1,1,1,37801.8,1
15602506,704,Germany,Female,57,2,159387.84,1,1,0,92487.61,1
15602507,753,France,Female,74,2,119399.47,1,1,1,96370.05,0
15602508,560,Germany,Male,56,4,114215.42,2,0,1,81233.4,1
15602509,495,Germany,Male,73,6,183489.32,1,1,0,27020.51,0
15602510,433,France,Male,25,6,0.0,2,1,1,48041.12,0
15602511,379,Germany,Male,35,10,112147.8,2,0,0,46785.87,0
15602512,837,France,Female,58,9,111064.14,1,1,1,57349.78,0
15602513,414,Spain,Female,23,0,116427.97,2,1,0,99788.83,0
15602514,373,Spain,Male,44,10,0.0,4,1,1,74128.28,0
15602515,821,Germany,Male,53,6,154474.79,1,0,0,145731.99,1
15602516,780,France,Female,32,6,0.0,1,1,0,17138.95,0
15602517,560,France,Female,54,5,0.0,2,0,1,44146.96,0
15602518,571,Spain,Male,22,5,114016.21,1,0,0,92410.0,0
15602519,439,Spain,Female,56,1,119200.35,2,1,1,133710.83,0
15602520,455,Spain,Female,26,2,82076.37,2,0,1,19577.47,0
15602521,521,France,Male,24,2,103209.79,1,0,1,134287.49,0
15602522,579,France,Male,58,2,100802.16,1,1,1,83481.92,1
15602523,762,France,Male,37,1,95045.69,3,1,0,121040.25,0
15602524,426,Germany,Female,27,8,97261.02,1,1,0,143067.99,0
15602525,417,France,Male,43,5,0.0,1,1,0,44079.6,0
15602526,714,France,Male,21,1,92524.64,2,1,1,94367.84,0
15602527,750,Germany,Male,55,2,182477.52,1,1,0,134295.31,1
15602528,702,France,Male,41,9,94272.14,3,0,0,128995.44,0
15602529,738,Germany,Female,31,5,64359.68,2,1,1,85330.19,0
15602530,441,Spain,Female,58,3,0.0,2,0,0,143181.46,0
15602531,437,Germany,Female,18,6,146885.52,1,1,1,110640.01,0
15602532,814,France,Female,34,5,104947.67,2,1,1,85755.43,1
15602533,399,France,Male,62,5,0.0,3,1,1,22816.8,1
15602534,452,Spain,Male,41,2,0.0,1,1,0,80786.29,0
15602535,717,Germany,Male,44,10,164951.86,2,1,0,71956.58,1
15602536,773,Spain,Male,24,7,0.0,1,1,0,56209.16,0
15602537,841,France,Female,26,8,0.0,1,1,1,142290.34,0
15602538,395,Germany,Female,60,5,132005.58,1,1,1,139969.5,0
15602539,528,Germany,Female,52,1,81200.57,2,1,1,60533.39,1
15602540,616,Spain,Female,29,0,92474.09,3,1,0,73827.98,1
15602541,617,Germany,Female,38,2,142557.95,2,1,1,116495.61,0
15602542,746,Germany,Male,20,2,169752.76,2,1,1,127732.71,1
15602543,669,Spain,Male,32,7,0.0,2,0,1,29860.61,0
15602544,357,France,Female,38,4,0.0,2,1,0,81257.31,0
15602545,798,France,Female,27,0,104075.13,2,0,1,138458.11,0
15602546,614,France,Male,50,10,101130.45,3,1,1,104719.38,0
15602547,825,France,Female,63,3,118865.1,1,1,0,88300.46,0
15602548,735,France,Male,69,6,112643.66,1,1,0,111936.0,0
15602549,427,France,Male,23,4,0.0,1,1,0,104293.27,0
15602550,746,France,Male,19,9,0.0,1,1,1,142203.6,0
15602551,589,France,Female,46,5,93272.38,1,1,1,138205.91,0
15602552,607,Germany,Male,72,9,138156.83,3,1,0,68699.74,1
15602553,545,Germany,Male,57,3,83627.98,2,1,0,19322.6,1
15602554,809,France,Male,50,1,81209.52,2,1,0,59911.34,0
15602555,781,Germany,Female,21,8,172924.94,1,1,0,42390.14,0
15602556,679,Spain,Female,21,1,84579.29,2,1,1,32759.56,0
15602557,480,France,Male,46,1,85684.75,1,1,1,134872.41,0
15602558,801,France,Male,54,1,0.0,2,0,1,110840.74,0
15602559,739,Spain,Male,37,0,99256.05,2,0,1,19398.12,0
15602560,692,Germany,Male,58,2,126135.59,2,1,0,139166.77,0
15602561,610,Spain,Male,40,5,82941.31,1,1,0,136906.25,0
15602562,591,France,Female,62,6,0.0,2,0,1,143167.55,0
15602563,736,France,Male,35,0,0.0,1,0,1,127033.26,0
15602564,743,France,Male,66,4,0.0,1,1,0,25648.43,0
15602565,520,France,Male,42,4,101652.96,3,0,1,99077.35,0
15602566,496,France,Male,18,0,0.0,3,0,0,26216.87,1
15602567,619,France,Female,71,3,92629.15,1,0,1,111308.5,0
15602568,498,Germany,Male,32,9,86111.68,2,1,1,41596.22,0
15602569,729,Germany,Female,51,0,185067.5,1,0,0,141334.67,1
15602570,648,France,Female,65,0,80414.81,1,1,0,141113.09,0
15602571,377,Germany,Male,37,6,156470.03,2,1,0,95271.36,0
15602572,498,France,Female,71,6,119459.08,1,1,0,116611.25,0
15602573,769,France,Male,54,2,98302.28,2,0,0,130850.73,0
15602574,629,France,Female,44,6,0.0,1,1,1,67534.74,0
15602575,531,Spain,Female,39,2,109195.9,3,0,1,93190.78,1
15602576,515,Germany,Male,68,1,150976.68,2,1,1,38763.17,1
15602577,366,Spain,Male,22,9,0.0,2,1,1,148041.99,0
15602578,499,France,Male,51,3,119126.07,2,0,0,140469.52,1
15602579,688,Spain,Male,56,9,0.0,4,1,1,80261.81,1
15602580,394,France,Male,20,2,0.0,4,0,1,89700.14,1
15602581,679,Germany,Female,34,6,87191.77,2,1,1,73954.15,0
15602582,538,Spain,Female,41,0,83681.94,2,1,0,15224.5,0
15602583,488,France,Female,41,5,0.0,2,1,1,46049.71,0
15602584,410,Spain,Male,20,1,0.0,1,1,1,28722.5,0
15602585,643,Spain,Male,62,7,89447.77,1,0,1,58591.36,1
15602586,671,France,Female,24,4,83657.23,1,1,0,46891.78,0
15602587,382,Spain,Male,42,2,0.0,2,1,1,117821.61,0
15602588,648,France,Male,73,9,100953.37,1,0,0,83147.59,1
15602589,764,Spain,Female,20,6,107479.59,2,1,0,125294.22,0
15602590,461,Germany,Female,32,10,166851.73,1,1,0,100819.21,0
15602591,640,Germany,Male,46,1,165440.96,2,1,1,103590.58,0
15602592,386,Spain,Male,67,4,94539.59,2,1,1,133293.1,0
15602593,780,Spain,Male,46,10,102291.51,1,1,1,129370.84,0
15602594,844,France,Female,27,7,117106.56,2,1,0,23545.05,0
15602595,449,Germany,Male,49,10,192528.44,2,0,1,93077.11,0
15602596,372,France,Female,40,0,0.0,1,1,0,70767.15,1
15602597,769,France,Female,56,0,100772.77,2,1,1,95951.05,0
15602598,773,France,Male,26,2,91893.41,1,0,1,131456.33,0
15602599,836,France,Female,54,2,90472.68,1,1,0,16626.34,1
15602600,567,Spain,Male,69,6,111152.13,1,1,0,16480.68,0
15602601,438,France,Female,57,5,115633.43,3,1,0,23444.9,1
15602602,558,Spain,Male,31,6,0.0,3,1,1,133109.51,0
15602603,620,France,Male,21,3,111191.32,3,0,1,62720.05,0
15602604,770,France,Female,37,10,87483.58,2,0,0,65116.13,0
15602605,586,Spain,Male,45,1,101905.72,1,1,0,61629.44,0
15602606,737,France,Female,31,1,105448.0,1,1,1,46179.94,0
15602607,755,France,Male,61,9,0.0,2,0,0,20246.44,0
15602608,558,Spain,Female,51,0,84675.21,2,1,1,137379.34,0
15602609,627,France,Female,30,8,0.0,1,1,1,46438.0,0
15602610,814,Germany,Female,48,6,131780.11,2,0,0,135681.95,1
15602611,555,France,Female,50,9,105409.05,1,1,1,144021.05,0
15602612,427,France,Male,69,2,0.0,2,1,1,92847.97,0
15602613,750,Spain,Female,56,1,0.0,2,1,1,65256.94,1
15602614,677,France,Female,45,2,0.0,2,1,0,118382.63,1
15602615,447,France,Female,42,6,81479.6,2,1,0,18426.7,0
15602616,695,France,Female,49,4,0.0,3,1,1,140397.03,1
15602617,714,France,Male,26,2,108122.42,1,0,0,70068.7,0
15602618,699,Germany,Male,45,8,188661.07,2,1,1,56661.29,0
15602619,819,France,Female,48,1,115585.3,2,1,0,32136.22,0
15602620,685,Germany,Male,34,6,108562.25,2,0,0,143947.99,0
15602621,443,Germany,Male,70,9,100554.89,1,1,0,124489.04,1
15602622,429,France,Female,40,5,0.0,3,0,0,112731.97,0
15602623,387,Germany,Male,30,5,180498.71,1,1,0,140680.22,0
15602624,757,France,Male,72,6,0.0,1,1,0,144577.2,0
15602625,577,Germany,Male,27,5,156572.91,2,1,1,51240.34,1
15602626,832,France,Male,33,1,97617.34,1,1,1,121180.87,0
15602627,483,Spain,Female,23,10,81959.83,1,0,0,118542.47,0
15602628,545,France,Male,65,4,0.0,1,1,0,90237.69,1
15602629,815,France,Male,28,2,87988.56,2,1,1,35307.44,0
15602630,739,Spain,Male,69,8,0.0,1,0,1,141946.64,0
15602631,631,Spain,Male,20,7,110335.43,1,1,1,57576.6,0
15602632,450,France,Female,45,9,86194.52,2,1,1,93148.71,0
15602633,824,France,Male,58,10,117699.46,1,1,1,17616.34,0
15602634,774,Spain,Male,32,1,0.0,1,1,1,72934.56,0
15602635,424,Spain,Female,30,0,83479.83,2,1,0,98280.71,0
15602636,643,Germany,Female,59,3,94569.62,2,1,0,66429.57,0
15602637,557,Germany,Male,69,3,67544.04,2,1,0,79409.35,1
15602638,432,Germany,Female,73,9,174683.1,1,1,1,40923.4,0
15602639,776,Spain,Female,62,10,101285.72,2,1,0,62279.94,1
15602640,786,France,Male,34,1,0.0,2,0,0,112654.18,0
15602641,492,France,Female,24,6,0.0,1,1,0,145911.11,0
15602642,823,Germany,Female,45,2,171544.4,2,1,1,78286.21,0
15602643,405,Spain,Female,55,6,0.0,2,1,0,107616.29,0
15602644,710,France,Female,30,6,0.0,1,1,1,146785.38,0
15602645,789,France,Male,34,0,87089.66,2,0,0,119596.91,0
15602646,636,Germany,Male,32,5,142956.81,1,1,1,16367.64,0
15602647,560,Spain,Female,53,3,0.0,2,1,0,141297.99,0
15602648,790,France,Female,45,10,100487.3,2,0,1,131986.49,0
15602649,528,France,Male,32,7,109758.09,1,1,1,51600.24,1
15602650,757,France,Female,63,7,95837.29,2,1,0,39509.44,1
15602651,407,France,Female,70,2,85206.49,2,1,0,136395.27,0
15602652,422,France,Female,28,3,0.0,1,1,1,107973.26,0
15602653,564,France,Male,73,0,112686.38,2,1,0,46993.76,1
15602654,737,Germany,Male,48,9,187393.11,1,1,1,111374.05,0
15602655,615,France,Male,21,1,102502.08,2,0,0,96030.35,0
15602656,796,Germany,Male,52,6,194369.83,1,1,0,56744.03,1
15602657,422,Germany,Male,51,10,97905.85,1,0,0,90164.33,0
15602658,816,France,Male,69,6,86441.14,1,1,0,86181.11,0
15602659,620,Spain,Male,44,8,0.0,2,0,1,83819.53,0
15602660,848,France,Female,27,9,108998.93,2,1,1,84844.48,0
15602661,703,Germany,Male,47,8,139463.07,2,0,1,15054.72,0
15602662,583,France,Male,62,8,119246.18,2,0,1,51265.51,0
15602663,668,Spain,Male,37,5,0.0,1,1,0,73167.05,0
15602664,368,Spain,Female,46,7,118276.17,1,0,1,32179.2,0
15602665,462,France,Female,70,8,0.0,2,1,0,116137.2,0
15602666,412,France,Male,46,6,85841.06,1,1,0,129329.75,0
15602667,721,Spain,Male,40,3,85927.16,1,1,0,125399.25,0
15602668,533,Spain,Male,74,3,104342.72,2,1,1,77050.96,0
15602669,626,France,Female,67,5,113256.91,1,1,1,108244.75,0
15602670,511,Spain,Male,38,10,0.0,1,1,1,25379.63,0
15602671,592,France,Male,65,3,106225.09,1,1,1,41918.5,0
15602672,494,Spain,Male,60,10,86884.32,1,1,0,21336.8,0
15602673,495,France,Male,27,6,84333.6,2,0,0,145334.43,0
15602674,430,Germany,Male,58,7,103826.37,1,0,0,92532.19,1
15602675,671,France,Male,29,7,0.0,1,1,0,38657.4,0
15602676,784,France,Male,47,7,110654.66,2,0,1,110518.64,0
15602677,670,France,Male,68,1,115809.94,2,1,1,81032.39,0
15602678,392,France,Female,50,9,89614.02,2,1,0,73624.78,1
15602679,662,Spain,Female,35,1,0.0,2,1,0,138316.18,0
15602680,743,France,Male,31,1,0.0,2,0,0,110607.82,0
15602681,642,Germany,Male,39,1,176253.51,2,1,1,108238.92,0
15602682,525,France,Male,38,3,88966.32,3,0,1,28136.67,1
15602683,725,France,Male,18,4,0.0,2,1,1,27423.87,0
15602684,418,France,Female,66,3,87762.45,2,1,1,104698.49,0
15602685,405,France,Male,60,4,0.0,1,0,0,36126.22,1
15602686,468,France,Male,69,3,0.0,2,1,1,76189.22,0
15602687,553,France,Female,32,6,0.0,1,1,1,91923.69,0
15602688,769,France,Female,53,9,100589.01,3,1,0,67392.23,0
15602689,764,France,Male,64,0,0.0,2,1,1,26495.87,0
15602690,404,Spain,Female,71,0,118814.59,2,0,1,115352.36,1
15602691,387,Spain,Male,39,1,112294.02,1,1,0,134479.32,0
15602692,592,France,Female,49,0,117239.09,1,1,1,36827.25,0
15602693,550,France,Male,63,9,0.0,1,0,0,130303.98,0
15602694,585,Germany,Male,71,9,143171.66,1,1,1,121473.95,0
15602695,823,Spain,Male,50,10,0.0,2,1,0,91121.14,0
15602696,364,Spain,Female,58,2,110111.43,1,1,0,95473.55,0
15602697,493,France,Male,56,5,89438.84,3,0,1,102961.7,0
15602698,426,Germany,Female,40,9,75194.36,1,1,0,85842.8,0
15602699,822,Germany,Female,60,10,145936.63,1,1,0,128986.27,1
15602700,827,Spain,Male,72,5,0.0,2,0,1,79003.32,0
15602701,658,Germany,Male,19,0,159647.08,1,1,1,88852.11,0
15602702,789,France,Male,19,5,119469.09,2,1,0,19963.33,0
15602703,612,France,Female,55,4,89993.37,1,0,0,39309.41,1
15602704,534,Germany,Female,72,6,173550.89,1,1,0,137010.03,1
15602705,404,Germany,Female,68,5,101576.05,1,0,1,31412.23,0
15602706,657,France,Male,46,6,0.0,1,1,0,137046.68,0
15602707,353,France,Male,69,1,106393.65,2,1,0,100849.78,1
15602708,648,France,Male,63,0,0.0,1,0,0,139216.7,0
15602709,389,France,Male,20,6,96673.0,2,1,0,124931.29,0
15602710,579,Germany,Female,56,8,163277.83,2,1,0,131813.27,0
15602711,726,Spain,Female,24,1,96291.13,2,1,1,85791.69,0
15602712,635,France,Female,53,6,101924.01,1,1,1,126415.27,0
15602713,487,France,Female,46,2,0.0,2,0,1,77171.25,0
15602714,827,France,Female,72,5,0.0,1,0,0,20963.35,0
15602715,452,France,Male,54,2,0.0,2,0,0,102933.37,0
15602716,356,Spain,Female,66,9,80722.0,1,1,0,113341.18,0
15602717,513,Germany,Male,53,10,178964.45,1,1,0,28709.08,1
15602718,768,Germany,Female,40,10,164196.2,2,1,1,125147.44,1
15602719,821,France,Male,62,10,87341.22,2,1,1,25148.46,0
15602720,772,Germany,Male,33,4,122568.79,1,1,1,74617.91,0
15602721,769,Germany,Male,65,1,117771.96,1,0,0,80869.7,0
15602722,714,Germany,Female,48,7,158729.69,4,1,1,19962.18,1
15602723,625,France,Male,51,7,111929.71,1,0,1,23883.62,0
15602724,398,France,Male,67,6,109016.83,1,0,1,75836.96,0
15602725,445,France,Female,18,5,110686.35,1,1,1,57019.79,0
15602726,408,France,Female,35,0,116165.2,2,1,0,125147.55,1
15602727,580,France,Female,57,7,103806.05,2,1,0,70870.4,0
15602728,526,France,Male,60,0,0.0,1,0,1,29246.16,0
15602729,439,France,Male,73,7,108877.36,2,1,1,36313.6,0
15602730,631,Spain,Male,73,10,107249.3,2,0,1,105918.86,0
15602731,385,France,Female,32,1,0.0,2,1,1,143258.82,0
15602732,520,France,Female,65,7,0.0,4,1,1,132395.64,0
15602733,475,Germany,Male,66,9,158141.85,1,0,0,32481.73,1
15602734,832,Germany,Female,34,3,118900.02,3,1,0,17209.7,0
15602735,648,Germany,Male,61,6,152035.43,2,0,0,18569.23,0
15602736,704,Germany,Male,27,4,140838.39,1,1,0,89904.54,1
15602737,553,Spain,Female,37,7,110878.95,2,0,0,80596.18,0
15602738,638,Germany,Male,23,5,93322.31,2,1,0,16808.54,0
15602739,705,France,Female,25,4,112239.12,2,0,0,22711.57,0
15602740,811,France,Male,62,0,118216.24,2,1,0,149966.85,0
15602741,446,France,Female,51,2,90209.68,1,1,0,145267.07,1
15602742,587,France,Male,49,9,114296.44,2,1,1,32107.84,1
15602743,522,France,Female,68,8,0.0,1,1,1,37153.49,0
15602744,650,Spain,Male,71,8,0.0,1,1,1,136521.99,0
15602745,437,Germany,Male,59,4,142905.39,2,0,1,83504.32,1
15602746,748,Spain,Female,21,2,0.0,3,0,1,144326.74,0
15602747,700,France,Male,61,5,0.0,2,1,1,85245.87,0
15602748,366,Germany,Female,67,4,157758.57,2,0,1,92925.25,0
15602749,489,Spain,Male,56,0,0.0,1,1,0,44718.35,0
15602750,603,France,Female,37,1,112811.73,2,1,1,133270.25,0
15602751,627,Spain,Male,41,4,0.0,2,1,0,126375.35,0
15602752,500,France,Female,41,8,87920.35,1,0,0,60552.12,0
15602753,695,France,Female,72,3,88314.32,1,0,1,97670.36,0
15602754,683,Germany,Female,43,8,116153.99,2,0,1,61094.72,0
15602755,489,France,Male,42,2,98762.35,1,1,0,77635.72,0
15602756,463,France,Female,53,0,116632.18,1,1,1,130229.42,0
15602757,417,Germany,Male,24,5,111349.58,3,1,1,71081.97,0
15602758,715,Spain,Male,27,9,109457.11,4,0,1,128476.36,1
15602759,528,France,Female,64,6,0.0,2,0,1,144616.91,0
15602760,474,France,Male,29,3,81435.02,2,1,0,71206.45,0
15602761,746,France,Female,18,9,92670.51,1,0,1,133466.81,0
15602762,662,Spain,Female,69,4,0.0,1,1,0,56037.75,0
15602763,660,France,Male,67,3,108492.36,4,0,0,15386.69,0
15602764,687,France,Male,42,2,98029.35,2,0,1,26406.34,0
15602765,712,Germany,Male,33,0,102661.24,2,1,1,114508.68,0
15602766,761,Spain,Female,22,5,112549.66,1,0,0,28524.55,0
15602767,707,France,Female,36,9,99140.19,2,1,0,141786.58,0
15602768,582,Spain,Female,21,4,0.0,1,1,1,131988.24,0
15602769,777,Spain,Male,23,10,113692.81,1,1,1,84504.89,0
15602770,496,France,Male,43,0,97253.43,1,1,0,93503.86,0
15602771,779,France,Male,66,4,83325.07,2,0,0,108736.99,1
15602772,460,Germany,Female,56,5,131566.59,2,0,0,113753.32,1
15602773,712,France,Female,73,9,0.0,2,0,1,81312.9,0
15602774,707,Spain,Female,72,4,0.0,1,1,1,57309.02,0
15602775,587,France,Female,56,0,90321.98,2,1,0,137882.39,1
15602776,352,France,Female,26,4,88947.6,3,1,1,21286.76,0
15602777,560,France,Male,62,9,0.0,1,0,1,63071.38,0
15602778,753,France,Male,69,0,86649.15,2,1,1,104978.28,0
15602779,374,France,Male,31,10,0.0,3,0,1,135294.65,0
15602780,680,France,Male,65,2,0.0,1,0,0,25020.26,1
15602781,533,Germany,Female,72,1,197223.3,1,1,0,103958.84,1
15602782,814,Germany,Male,26,0,146795.98,3,1,1,80755.4,1
15602783,410,Germany,Female,32,3,104848.43,1,0,0,107676.0,0
15602784,472,Germany,Male,54,1,140030.33,1,0,1,57822.34,0
15602785,846,France,Male,67,4,0.0,2,1,1,110944.67,0
15602786,404,Germany,Female,70,9,145076.28,2,1,0,39335.33,0
15602787,512,France,Male,37,0,96140.23,2,1,0,119678.94,1
15602788,811,Germany,Female,25,9,101177.29,2,0,0,116162.15,0
15602789,536,Germany,Male,49,0,162127.53,2,1,1,142816.2,0
15602790,388,Spain,Male,64,10,118966.2,1,1,0,38385.23,0
15602791,534,Germany,Female,38,9,87937.91,1,1,1,112469.8,0
15602792,432,Spain,Female,74,3,119967.02,1,0,0,58557.76,0
15602793,544,France,Male,58,6,0.0,2,0,1,53050.67,0
15602794,383,France,Male,36,1,105586.03,3,1,1,69215.41,0
15602795,462,Spain,Female,46,1,80278.84,1,1,1,53502.21,0
15602796,774,France,Male,48,0,107981.75,1,0,1,48506.13,0
15602797,755,Spain,Female,71,4,89543.98,3,1,0,118732.01,0
15602798,579,Germany,Female,23,5,186653.86,1,1,0,109432.97,0
15602799,632,France,Female,21,5,107887.38,1,1,0,29763.4,0
15602800,754,Germany,Female,60,1,180571.75,2,1,0,90624.49,1
15602801,774,Germany,Female,46,6,93611.41,2,1,0,59685.36,0
15602802,636,Germany,Male,59,5,171061.87,1,0,1,146089.68,0
15602803,504,Germany,Female,20,7,67049.54,3,1,1,72380.77,0
15602804,514,Spain,Female,18,5,0.0,3,1,1,20477.45,0
15602805,799,Germany,Female,61,8,108041.88,1,1,1,59781.68,0
15602806,531,Germany,Male,72,9,120498.51,2,1,0,57215.54,0
15602807,588,France,Male,32,1,0.0,2,1,0,15760.69,0
15602808,486,France,Female,64,6,0.0,1,0,1,80850.61,0
15602809,688,Spain,Female,38,4,95751.3,3,1,0,137282.48,1
15602810,775,France,Female,63,0,0.0,1,1,1,123312.29,0
15602811,769,Spain,Female,48,2,93033.05,1,0,0,107428.22,1
15602812,615,Spain,Female,24,3,96608.01,1,1,1,61377.18,0
15602813,536,France,Female,34,1,90918.55,2,0,1,46315.1,1
15602814,389,Spain,Female,73,6,0.0,1,1,1,61253.23,0
15602815,659,Germany,Male,36,0,164187.91,2,1,0,31613.01,0
15602816,842,France,Female,56,2,0.0,2,1,0,28430.95,0
15602817,516,France,Male,20,8,87522.74,1,0,0,92561.92,0
15602818,740,France,Male,47,10,116726.24,2,1,1,124889.18,1
15602819,609,France,Male,52,1,0.0,2,1,0,28417.76,1
15602820,492,Germany,Female,74,4,50870.94,1,1,1,60250.26,1
15602821,553,France,Female,46,3,94676.72,1,0,0,31571.8,0
15602822,525,Spain,Female,67,2,99735.33,2,1,1,56914.9,1
15602823,611,France,Male,69,4,106925.2,1,0,1,127085.55,0
15602824,601,France,Male,71,5,0.0,2,1,0,19704.31,1
15602825,678,Germany,Male,31,0,140937.36,1,1,1,102373.84,0
15602826,768,Spain,Male,52,1,0.0,1,1,1,23077.94,0
15602827,549,France,Female,45,0,116431.68,1,1,0,72583.7,0
15602828,548,France,Male,47,2,80217.21,2,1,1,78997.13,0
15602829,545,France,Female,43,7,115622.38,1,1,1,69203.86,0
15602830,663,France,Female,24,7,0.0,1,1,1,101047.04,0
15602831,426,Spain,Female,56,3,86887.74,1,0,0,146444.56,0
15602832,368,France,Female,48,5,90521.52,2,1,1,51085.47,0
15602833,411,France,Male,22,8,0.0,1,1,1,97318.82,0
15602834,676,France,Female,52,6,84997.53,1,1,1,62922.1,0
15602835,743,Germany,Male,67,1,167791.03,1,0,0,149932.59,1
15602836,630,Germany,Male,64,10,96560.05,2,0,0,143384.57,1
15602837,777,France,Male,69,1,0.0,3,1,1,27609.39,1
15602838,599,Germany,Female,31,2,85124.11,2,1,1,146435.46,1
15602839,576,France,Male,53,7,119553.9,1,1,1,114666.63,0
15602840,476,France,Male,44,9,0.0,1,1,0,148966.53,1
15602841,407,Germany,Female,41,8,112439.24,1,1,0,119078.34,1
15602842,758,Germany,Female,57,2,152169.34,1,1,1,32406.03,0
15602843,826,Germany,Male,46,8,181402.65,1,1,0,116313.28,1
15602844,725,Spain,Male,70,9,111717.1,1,1,1,113094.73,0
15602845,553,France,Male,62,7,99213.32,1,0,1,37509.33,0
15602846,592,Germany,Male,39,4,135347.88,1,1,1,116678.33,0
15602847,716,France,Male,25,10,96932.24,1,1,1,106094.3,0
15602848,773,Spain,Female,32,9,80694.62,1,1,1,149249.94,0
15602849,681,France,Female,66,2,0.0,1,0,1,98529.84,0
15602850,849,Spain,Female,22,10,83985.77,1,1,1,70972.3,0
15602851,675,France,Male,69,6,100761.5,1,1,1,143778.53,0
15602852,601,France,Male,21,8,0.0,1,1,1,99758.61,0
15602853,743,Germany,Female,28,5,79254.05,1,1,1,62065.33,0
15602854,671,France,Male,35,2,119195.15,1,0,0,17841.17,1
15602855,725,Spain,Female,59,4,92085.56,1,1,1,117146.34,0
15602856,842,France,Female,66,6,83088.97,1,1,0,31136.03,0
15602857,758,France,Female,47,7,114175.54,2,0,0,139695.37,0
15602858,548,France,Female,32,3,86078.1,3,1,1,144787.88,0
15602859,837,France,Female,23,1,0.0,3,1,0,46916.88,0
15602860,692,Germany,Female,72,9,89012.77,1,1,1,30228.73,1
15602861,589,France,Female,70,1,0.0,1,0,1,95368.2,0
